author,date,headline,graf,graf_id,year_won,category
Lane DeGregory,2008-08-03,The Feral Child,So what if Danielle is not everything we hoped for? Bernie and Diane answered. You can't pre-order your own kids. You take what God gives you.,98,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"They brought her home on Easter weekend 2007. It was supposed to be a rebirth, of sorts — a baptism into their family.",99,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""It was a disaster,"" Bernie said.",100,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"They gave her a doll; she bit off its hands. They took her to the beach; she screamed and wouldn't put her feet in the sand. Back at her new home, she tore from room to room, her swim diaper spewing streams across the carpet.",101,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"She couldn't peel the wrapper from a chocolate egg, so she ate the shiny paper too. She couldn't sit still to watch TV or look at a book. She couldn't hold a crayon. When they tried to brush her teeth or comb her hair, she kicked and thrashed. She wouldn't lie in a bed, wouldn't go to sleep, just rolled on her back, side to side, for hours.",102,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"All night she kept popping up, creeping sideways on her toes into the kitchen. She would pull out the frozen food drawer and stand on the bags of vegetables so she could see into the refrigerator.",103,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""She wouldn't take anything,"" Bernie said. ""I guess she wanted to make sure the food was still there.""",104,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"When Bernie tried to guide her back to bed, Danielle railed against him and bit her own hands.",105,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"In time, Danielle's new family learned what worked and what didn't. Her foster family had been giving her anti-psychotic drugs to mitigate her temper tantrums and help her sleep. When Bernie and Diane weaned her off the medication, she stopped drooling and started holding up her head. She let Bernie brush her teeth.",106,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Bernie and Diane already thought of Danielle as their daughter, but legally she wasn't. Danielle's birth mother did not want to give her up even though she had been charged with child abuse and faced 20 years in prison. So prosecutors offered a deal: If she waived her parental rights, they wouldn't send her to jail.",107,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"She took the plea. She was given two years of house arrest, plus probation. And 100 hours of community service.",108,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"In October 2007, Bernie and Diane officially adopted Danielle. They call her Dani.",109,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""Okay, let's put your shoes on. Do you need to go potty again?"" Diane asks.",110,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"It's an overcast Monday morning in spring 2008 and Dani is late for school. Again. She keeps flitting around the living room, ducking behind chairs and sofas, pulling at her shorts.",111,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"After a year with her new family, Dani scarcely resembles the girl in the Heart Gallery photo. She has grown a foot and her weight has doubled.",112,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"All those years she was kept inside, her hair was as dark as the dirty room she lived in. But since she started going to the beach and swimming in their backyard pool, Dani's shoulder-length hair has turned a golden blond. She still shrieks when anyone tries to brush it.",113,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"The changes in her behavior are subtle, but Bernie and Diane see progress. They give an example: When Dani feels overwhelmed she retreats to her room, rolls onto her back, pulls one sock toward the end of her toes and bats it. For hours. Bernie and Diane tell her to stop.",114,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Now, when Dani hears them coming, she peels off her sock and throws it into the closet to hide it.",115,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"She's learning right from wrong, they say. And she seems upset when she knows she has disappointed them. As if she cares how they feel.",116,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Bernie and Diane were told to put Dani in school with profoundly disabled children, but they insisted on different classes because they believe she can do more. They take her to occupational and physical therapy, to church and the mall and the grocery store. They have her in speech classes and horseback riding lessons.",117,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Once, when Dani was trying to climb onto her horse, the mother of a boy in the therapeutic class turned to Diane.",118,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""You're so lucky,"" Diane remembers the woman saying.",119,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""Lucky?"" Diane asked.",120,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"The woman nodded. ""I know my son will never stand on his own, will never be able to climb onto a horse. You have no idea what your daughter might be able to do.""",121,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,Diane finds hope in that idea. She counts small steps to convince herself things are slowly improving. So what if Dani steals food off other people's trays at McDonald's? At least she can feed herself chicken nuggets now. So what if she already has been to the bathroom four times this morning? She's finally out of diapers.,122,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"It took months, but they taught her to hold a stuffed teddy on the toilet so she wouldn't be scared to be alone in the bathroom. They bribed her with M&M's.",123,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""Dani, sit down and try to use the potty,"" Diane coaxes. ""Pull down your shorts. That's a good girl.""",124,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Every weekday, for half an hour, speech therapist Leslie Goldenberg tries to teach Dani to talk. She sits her in front of a mirror at a Bonita Springs elementary school and shows her how to purse her lips to make puffing sounds.",125,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""Puh-puh-puh,"" says the teacher. ""Here, feel my mouth."" She brings Dani's fingers to her lips, so she can feel the air.",126,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,Dani nods. She knows how to nod now. Goldenberg puffs again.,127,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Leaning close to the mirror, Dani purses her lips, opens and closes them. No sound comes out. She can imitate the movement, but doesn't know she has to blow out air to make the noise.",128,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"She bends closer, scowls at her reflection. Her lips open and close again, then she leaps up and runs across the room. She grabs a Koosh ball and bounces it rapidly.",129,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,She's lost inside herself. Again.,130,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"But in many ways, Dani already has surpassed the teacher's expectations, and not just in terms of speech. She seems to be learning to listen, and she understands simple commands. She pulls at her pants to show she needs to go to the bathroom, taps a juice box when she wants more. She can sit at a table for five-minute stretches, and she's starting to scoop applesauce with a spoon. She's down to just a few temper tantrums a month. She is learning to push buttons on a speaking board, to use symbols to show when she wants a book or when she's angry. She's learning it's okay to be angry: You can deal with those feelings without biting your own hands.",131,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""I'd like her to at least be able to master a sound board, so she can communicate her choices even if she never finds her voice,"" Goldenberg says. ""I think she understands most of what we say. It's just that she doesn't always know how to — or want to — react.""",132,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Dani's teacher and family have heard her say only a few words, and all of them seemed accidental. Once she blurted ""baaa,"" startling Goldenberg to tears. It was the first letter sound she had ever made.",133,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"She seems to talk most often when William is tickling her, as if something from her subconscious seeps out when she's too distracted to shut it off. Her brother has heard her say, ""Stop!"" and ""No!"" He thought he even heard her say his name.",134,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Having a brother just one year older is invaluable for Dani's development, her teacher says. She has someone to practice language with, someone who will listen. ""Even deaf infants will coo,"" Goldenberg said. ""But if no one responds, they stop.""",135,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"William says Dani frightened him at first. ""She did weird things."" But he always wanted someone to play with. He doesn't care that she can't ride bikes with him or play Monopoly. ""I drive her around in my Jeep and she honks the horn,"" he says. ""She's learning to match up cards and stuff.""",136,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"He couldn't believe she had never walked a dog or licked an ice cream cone. He taught her how to play peek-a-boo, helped her squish Play-Doh through her fingers. He showed her it was safe to walk on sand and fun to blow bubbles and okay to cry; when you hurt, someone comes. He taught her how to open a present. How to pick up tater tots and dunk them into a mountain of ketchup.",137,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"William was used to living like an only child, but since Dani has moved in, she gets most of their parents' attention. ""She needs them more than me,"" he says simply.",138,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"He gave her his old toys, his ""kid movies,"" his board books. He even moved out of his bedroom so she could sleep upstairs. His parents painted his old walls pink and filled the closet with cotton-candy dresses.",139,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"They moved a daybed into the laundry room for William, squeezed it between the washing machine and Dani's rocking horse. Each night, the 10-year-old boy cuddles up with a walkie-talkie because ""it's scary down here, all alone.""",140,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"After a few minutes, while his parents are trying to get Dani to bed, William always sneaks into the living room and folds himself into the love seat.",141,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"He trades his walkie-talkie for a small stuffed Dalmatian and calls down the hall, ""Good night, Mom and Dad. Good night, Dani.""",142,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Some day, he's sure, she will answer.",143,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Even now, Dani won't sleep in a bed.",144,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,Bernie bought her a new trundle so she can slide out the bottom bunk and be at floor level. Diane found pink Hello Kitty sheets and a stuffed glow worm so Dani will never again be alone in the dark.,145,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""You got your wormie? You ready to go to sleep?"" Bernie asks, bending to pick up his daughter. She's turning slow circles beneath the window, holding her worm by his tail. Bernie lifts her to the glass and shows her the sun, slipping behind the neighbor's house.",146,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"He hopes, one day, she might be able to call him ""Daddy,"" to get married or at least live on her own. But if that doesn't happen, he says, ""That's okay too. For me, it's all about getting the kisses and the hugs.""",147,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"For now, Bernie and Diane are content to give Dani what she never had before: comfort and stability, attention and affection. A trundle, a glow worm.",148,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Now Bernie tips Dani into bed, smooths her golden hair across the pillow. ""Night-night,"" he says, kissing her forehead.",149,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""Good night, honey,"" Diane calls from the doorway.",150,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Bernie lowers the shade. As he walks past Dani, she reaches out and grabs his ankles.",151,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"She's out there somewhere, looming over Danielle's story like a ghost. To Bernie and Diane, Danielle's birth mother is a cipher, almost never spoken of. The less said, the better. As far as they are concerned Danielle was born the day they found her. And yet this unimaginable woman is out there somewhere, most likely still on probation, permanently unburdened of her daughter, and thinking — what? What can she possibly say? Nothing. Not a thing. But none of this makes any sense without her.",152,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Michelle Crockett lives in a mobile home in Plant City with her two 20-something sons, three cats and a closet full of kittens. The trailer is just down the road from the little house where she lived with Danielle.",153,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""My daughter?"" she asks. ""You want to talk about my daughter?"" Her voice catches. Tears pool in her glasses. On a steamy afternoon a few weeks ago, Michelle opens the door wearing a long T-shirt. When she sees two strangers, she ducks inside and pulls on a housecoat. She's tall and stout, with broad shoulders and the sallow skin of a smoker. She looks tired, older than her 51 years.",154,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"The inside of the trailer is modest but clean: dishes drying on the counter, silk flowers on the table. Sitting in her kitchen, chain-smoking 305s, she starts at the end: the day the detective took Danielle.",155,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""Part of me died that day,"" she says.",156,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Michelle says she was a student at the University of Tampa when she met a man named Bernie at a bar. It was 1976. He was a Vietnam vet, 10 years her senior. They got married and moved to Las Vegas, where he drove a taxi.",157,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Right away they had two sons, Bernard and Grant. The younger boy wasn't potty-trained until he was 4, didn't talk until he was 5. ""He was sort of slow,"" Michelle says. In school, they put him in special ed.",158,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Her sons were teenagers when her husband got sick. Agent Orange, the doctors said. When he died in August 1997, Michelle filed for bankruptcy.",159,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Six months later, she met a man in a casino. He was in Vegas on business. She went back to his hotel room with him.",160,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""His name was Ron,"" she says. She shakes her head. ""No, it was Bob. I think it was Bob.""",161,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"For hours Michelle Crockett spins out her story, tapping ashes into a plastic ashtray. Everything she says sounds like a plea, but for what? Understanding? Sympathy? She doesn't apologize. Far from it. She feels wronged.",162,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Danielle, she says, was born in a hospital in Las Vegas, a healthy baby who weighed 7 pounds, 6 ounces. Her Apgar score measuring her health was a 9, nearly perfect.",163,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""She screamed a lot,"" Michelle says. ""I just thought she was spoiled.""",164,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"When Danielle was 18 months old, Michelle's mobile home burned down, so she loaded her two sons and baby daughter onto a Greyhound bus and headed to Florida, to bunk with a cousin.",165,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"They lost their suitcases along the way, she says. The cousin couldn't take the kids. After a week, Michelle moved into a Brandon apartment with no furniture, no clothes, no dishes. She got hired as a cashier at Publix. But it was okay: ""The boys were with her,"" she says. She says she has the paperwork to prove it.",166,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"She goes to the boys' bathroom, returns with a box full of documents and hands it over.",167,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"The earliest documents are from Feb. 11, 2002. That was when someone called the child abuse hotline on her. The caller reported that a child, about 3, was ""left unattended for days with a retarded older brother, never seen wearing anything but a diaper.""",168,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,This is Michelle's proof that her sons were watching Danielle.,169,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,The caller continued:,170,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""The home is filthy. There are clothes everywhere. There are feces on the child's seat and the counter is covered with trash.""",171,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"It's not clear what investigators found at the house, but they left Danielle with her mother that day.",172,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Nine months later, another call to authorities. A person who knew Michelle from the Moose Lodge said she was always there playing bingo with her new boyfriend, leaving her children alone overnight.",173,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""Not fit to be a mother,"" the caller said.",174,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"The hotline operator took these notes: The 4-year-old girl ""is still wearing a diaper and drinking from a baby bottle. On-going situation, worse since last August. Mom leaves Grant and Danielle at home for several days in a row while she goes to work and spends the night with a new paramour. Danielle . . . is never seen outside the home.""",175,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,Again the child abuse investigators went out. They offered Michelle free day care for Danielle. She refused. And they left Danielle there.,176,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Why? Didn't they worry about two separate calls to the hotline, months apart, citing the same concerns?",177,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""It's not automatic that because the home is dirty we'd remove the child,"" said Nick Cox, regional director of the Florida Department of Children and Families. ""And what they found in 2002 was not like the scene they walked into in 2005.""",178,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"The aim, he said, is to keep the child with the parent, and try to help the parent get whatever services he or she might need. But Michelle refused help. And investigators might have felt they didn't have enough evidence to take Danielle, Cox said.",179,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""I'm concerned, though, that no effort was made to interview the child,"" he said.",180,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""If you have a 4-year-old who is unable to speak, that would raise a red flag to me. ""I'm not going to tell you this was okay. I don't know how it could have happened.""",181,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,Michelle insists Danielle was fine.,182,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""I tried to potty-train her, she wouldn't train. I tried to get her into schools, no one would take her,"" she says in the kitchen of her trailer. The only thing she ever noticed was wrong, she says, ""was that she didn't speak much. She talked in a soft tone. She'd say, ‘Let's go eat.' But no one could hear her except me.""",183,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"She says she took Danielle to the library and the park. ""I took her out for pizza. Once."" But she can't remember which library, which park or where they went for pizza.",184,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""She liked this song I'd sing her,"" Michelle says. ""Miss Polly had a dolly, she was sick, sick, sick . . .""",185,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Michelle's older son, Bernard, told a judge that he once asked his mom why she never took Danielle to the doctor. Something's wrong with her, he remembered telling her. He said she answered, ""If they see her, they might take her away.""",186,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"A few months after the second abuse call, Michelle and her kids moved in with her boyfriend in the rundown rental house in Plant City. The day the cops came, Michelle says, she didn't know what was wrong.",187,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""My house was a mess,"" she says. ""I'd been sick and it got away from me. But I never knew a dirty house was against the law.""",188,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"The cop walked past her, carrying Danielle.",189,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""He said she was starving. I told him me and my sisters were all skinny till we were 13.",190,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""I begged him, ‘Please, don't take my baby! Please!' """,191,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"She says she put socks on her daughter before he took her to the car, but couldn't find any shoes.",192,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"A judge ordered Michelle to have a psychological evaluation. That's among the documents, too.",193,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"Danielle's IQ, the report says, is below 50, indicating ""severe mental retardation."" Michelle's is 77, ""borderline range of intellectual ability.""",194,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""She tended to blame her difficulties on circumstances while rationalizing her own actions,"" wrote psychologist Richard Enrico Spana. She ""is more concerned with herself than most other adults, and this could lead her to neglect paying adequate attention to people around her.""",195,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"She wanted to fight for her daughter, she says, but didn't want to go to jail and didn't have enough money for a lawyer.",196,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""I tried to get people to help me,"" Michelle says. ""They say I made her autistic. But how do you make a kid autistic? They say I didn't put clothes on her — but she just tore them off.""",197,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"After Danielle was taken away, Michelle says, she tripped over a box at Wal-Mart and got in a car accident and couldn't work anymore. In February, she went back to court and a judge waived her community service hours.",198,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,She's on probation until 2012.,199,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"She spends her days with her sons, doing crossword puzzles and watching movies. Sometimes they talk about Danielle.",200,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"When Danielle was in the hospital, Michelle says, she and her sons sneaked in to see her. Michelle took a picture from the file: Danielle, drowning in a hospital gown, slumped in a bed that folded into a wheelchair.",201,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""That's the last picture I have of her,"" Michelle says. In her kitchen, she snubs out her cigarette. She crosses to the living room, where Danielle's image looks down from the wall.",202,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"She reaches up and, with her finger, traces her daughter's face. ""When I moved here,"" she says, ""that was the first thing I hung.""",203,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,She says she misses Danielle.,204,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"""Have you seen her?"" Michelle asks. ""Is she okay?""",205,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,Is she okay?,206,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,Danielle is better than anyone dared hope. She has learned to look at people and let herself be held. She can chew ham. She can swim. She's tall and blond and has a little belly. She knows her name is Dani.,207,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"In her new room, she has a window she can look out of. When she wants to see outside, all she has to do is raise her arms and her dad is right behind her, waiting to pick her up.",208,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,Times researcher Caryn Baird contributed to this report.,209,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,About this story: St. Petersburg Times reporter Lane DeGregory and Times photographer Melissa Lyttle met Danielle and her new family at their home in February. All of the scenes at their house and in speech therapy were witnessed by the journalists.,210,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"The opening scene and others were reconstructed from interviews with neighbors, the detective, Danielle's care manager, psychologist, teacher, legal guardian and the judge on her case. Additional information came from hundreds of pages of police reports, medical records and court documents.",211,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,Michelle Crockett was interviewed at home in Plant City.,212,2009,Features
Lane DeGregory,2008-08-03,The Feral Child,"In June, Danielle's new parents sold their Florida home and moved out of state. Bernie built Dani a treehouse. Last week, she began summer school.",213,2009,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"He emerged from the metro at the L'Enfant Plaza station and positioned himself against a wall beside a trash basket. By most measures, he was nondescript: a youngish white man in jeans, a long-sleeved T-shirt and a Washington Nationals baseball cap. From a small case, he removed a violin. Placing the open case at his feet, he shrewdly threw in a few dollars and pocket change as seed money, swiveled it to face pedestrian traffic, and began to play.",1,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"It was 7:51 a.m. on Friday, January 12, the middle of the morning rush hour. In the next 43 minutes, as the violinist performed six classical pieces, 1,097 people passed by. Almost all of them were on the way to work, which meant, for almost all of them, a government job. L'Enfant Plaza is at the nucleus of federal Washington, and these were mostly mid-level bureaucrats with those indeterminate, oddly fungible titles: policy analyst, project manager, budget officer, specialist, facilitator, consultant.",2,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"Each passerby had a quick choice to make, one familiar to commuters in any urban area where the occasional street performer is part of the cityscape: Do you stop and listen? Do you hurry past with a blend of guilt and irritation, aware of your cupidity but annoyed by the unbidden demand on your time and your wallet? Do you throw in a buck, just to be polite? Does your decision change if he's really bad? What if he's really good? Do you have time for beauty? Shouldn't you? What's the moral mathematics of the moment?",3,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"On that Friday in January, those private questions would be answered in an unusually public way. No one knew it, but the fiddler standing against a bare wall outside the Metro in an indoor arcade at the top of the escalators was one of the finest classical musicians in the world, playing some of the most elegant music ever written on one of the most valuable violins ever made. His performance was arranged by The Washington Post as an experiment in context, perception and priorities -- as well as an unblinking assessment of public taste: In a banal setting at an inconvenient time, would beauty transcend?",4,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"The musician did not play popular tunes whose familiarity alone might have drawn interest. That was not the test. These were masterpieces that have endured for centuries on their brilliance alone, soaring music befitting the grandeur of cathedrals and concert halls.",5,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"The acoustics proved surprisingly kind. Though the arcade is of utilitarian design, a buffer between the Metro escalator and the outdoors, it somehow caught the sound and bounced it back round and resonant. The violin is an instrument that is said to be much like the human voice, and in this musician's masterly hands, it sobbed and laughed and sang -- ecstatic, sorrowful, importuning, adoring, flirtatious, castigating, playful, romancing, merry, triumphal, sumptuous.",6,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"So, what do you think happened?",7,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"Hang on, we'll get you some extra help.",8,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"Leonard Slatkin, music director of the National Symphony Orchestra, was asked the same question. What did he think would occur, hypothetically, if one of the world's great violinists had performed incognito before a traveling rush-hour audience of 1,000-odd people?",9,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"""Let's assume,"" Slatkin said, ""that he is not recognized and just taken for granted as a street musician... Still, I don't think that if he's really good, he's going to go unnoticed. He'd get a larger audience in Europe... but, okay, out of 1,000 people, my guess is there might be 35 or 40 who will recognize the quality for what it is. Maybe 75 to 100 will stop and spend some time listening.""",10,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"So, a crowd would gather?",11,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"""Oh, yes.""",12,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,And how much will he make?,13,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"""About $150.""",14,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"Thanks, Maestro. As it happens, this is not hypothetical. It really happened.",15,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"""How'd I do?""",16,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,We'll tell you in a minute.,17,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"""Well, who was the musician?""",18,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,Joshua Bell.,19,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"""No!!!""",20,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"A onetime child prodigy, at 39 Joshua Bell has arrived as an internationally acclaimed virtuoso. Three days before he appeared at the Metro station, Bell had filled the house at Boston's stately Symphony Hall, where merely pretty good seats went for $100. Two weeks later, at the Music Center at Strathmore, in North Bethesda, he would play to a standing-room-only audience so respectful of his artistry that they stifled their coughs until the silence between movements. But on that Friday in January, Joshua Bell was just another mendicant, competing for the attention of busy people on their way to work.",21,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"Bell was first pitched this idea shortly before Christmas, over coffee at a sandwich shop on Capitol Hill. A New Yorker, he was in town to perform at the Library of Congress and to visit the library's vaults to examine an unusual treasure: an 18th-century violin that once belonged to the great Austrian-born virtuoso and composer Fritz Kreisler. The curators invited Bell to play it; good sound, still.",22,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"""Here's what I'm thinking,"" Bell confided, as he sipped his coffee. ""I'm thinking that I could do a tour where I'd play Kreisler's music...""",23,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,He smiled.,24,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,""". . . on Kreisler's violin.""",25,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"It was a snazzy, sequined idea -- part inspiration and part gimmick -- and it was typical of Bell, who has unapologetically embraced showmanship even as his concert career has become more and more august. He's soloed with the finest orchestras here and abroad, but he's also appeared on ""Sesame Street,"" done late-night talk TV and performed in feature films. That was Bell playing the soundtrack on the 1998 movie ""The Red Violin."" (He body-doubled, too, playing to a naked Greta Scacchi.) As composer John Corigliano accepted the Oscar for Best Original Dramatic Score, he credited Bell, who, he said, ""plays like a god.""",26,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"When Bell was asked if he'd be willing to don street clothes and perform at rush hour, he said:",27,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"""Uh, a stunt?""",28,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"Well, yes. A stunt. Would he think it... unseemly?",29,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,Bell drained his cup.,30,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"""Sounds like fun,"" he said.",31,2008,Features
Gene Weingarten,2007-04-08,Pearls Before Breakfast,"Bell's a heartthrob. Tall and handsome, he's got a Donny Osmond-like dose of the cutes, and, onstage, cute elides into hott. When he performs, he is usually the only man under the lights who is not in white tie and tails -- he walks out to a standing O, looking like Zorro, in black pants and an untucked black dress shirt, shirttail dangling. That cute Beatles-style mop top is also a strategic asset: Because his technique is full of body -- athletic and passionate -- he's almost dancing with the instrument, and his hair flies.",32,2008,Features
