Author,Date,Headline,Graf,Graf ID,Year Won
C.J. Chivers,2016-12-28,The Fighter,"That summer, not long after Siatta’s evaluation, Ashley Volk called him. She was angry about how he had cut her off, wounded by his silence. He said he had been hurt and was getting it taken care of. She was worried, but he assured her it was not serious. In July, she asked him to meet for burgers at the Lockdown Bar & Grill, a prison-themed bar in Chicago. Upon seeing him, she said, she immediately fell back in love. After three hours of talking, they kissed.",189,2017
C.J. Chivers,2016-12-28,The Fighter,"They spent the night together in her apartment. She saw the new scars on his neck, shoulder and arm and assumed something else had happened to him in the Marines. They became a couple again. Siatta was still closed off to most people, but he began to tell her about Afghanistan. Maybe, she thought, he was finally opening up. He did not tell her anything of the home invasion, or that he was awaiting trial.",190,2017
C.J. Chivers,2016-12-28,The Fighter,"Siatta’s prospects for avoiding prison were likely to rise or fall depending on whether a judge and a jury would be willing to view his combat experience, and his self-medicating with alcohol, as factors in the home invasion and fight. In September 2015, Jennings and Alferink, the prosecutor, traveled to North Chicago to depose Sheilah C. Perrin, a psychologist supervising Siatta’s treatment for the V.A. Under questioning by Jennings, Perrin laid out her views, noting that Siatta, who was also present, had entered 30 to 40 compounds containing insurgents. She described common behaviors for veterans with such histories: reclusion, avoiding crowds, unceasing vigilance and using alcohol as a coping technique “to escape from their pain and from their memories.” She listed Siatta’s diagnoses and said that once Siatta entered a strange home and was confronted inside, the knife would have been a “huge, huge, huge trigger.” Her assessment was unambiguous. “He needs treatment,” she said. By the end of the questioning, she had teared up.",191,2017
C.J. Chivers,2016-12-28,The Fighter,"Alferink pushed hard, inquiring why Perrin had been “emotional” and asking whether she had the “same empathy and thankfulness” for the man Siatta had fought, who was also a veteran. During a half-hour of often-testy exchanges, Alferink proposed that Siatta’s PTSD was not related to his combat service and suggested that his use of alcohol was “similar to somebody who just broke up with their boyfriend” or “who couldn’t cope with losing a job.”",192,2017
C.J. Chivers,2016-12-28,The Fighter,"Jennings still thought he had a strong defense. The character references from Marines were glowing, and he was ready to argue that the fight in the kitchen was a conditioned reflex for a troubled man with Siatta’s combat record.",193,2017
C.J. Chivers,2016-12-28,The Fighter,"A few weeks before the trial, Jennings was discussing the case with Siatta’s mother, Maureen, when she mentioned that her son had kept a journal in Afghanistan. Siatta had recently retrieved it from Volk. Jennings asked to see it. It was a small tan notebook on which Siatta had drawn a human skull with a cracked forehead. When Jennings started reading, he could not stop. On Oct. 22, 2015, less than three weeks before the trial, he entered a copy of the journal into the court record. “This is the key,” he told Maureen. “This is what could win your case.”",194,2017
C.J. Chivers,2016-12-28,The Fighter,"By then Siatta had graduated from a substance-abuse program and been sober for a year and half. He was in counseling. He suffered from anxiety, but less acutely, allowing him to stop taking Xanax and hydroxyzine. He was exercising, taking up martial arts and weight lifting again. It helped his moods. His relationship with Volk softened his antisocial side. Jennings asked Alferink to read the diary and consider Siatta’s last night of drinking and the home invasion in light of his combat service and PTSD, and his apparent progress since. He hoped the state would consider a better plea deal. “If Sam didn’t have the best mitigation package in the world, who did?” he said.",195,2017
C.J. Chivers,2016-12-28,The Fighter,"Alferink, in keeping with the wishes of the man who had fought Siatta, declined to change the offer. Ten years in prison, or trial.",196,2017
C.J. Chivers,2016-12-28,The Fighter,"The trial opened on Nov. 9. Jennings and Luckman hoped the judge would allow jurors to consider Siatta’s actions a result of involuntary intoxication. This defense had precedent in Illinois among defendants who had been drugged by others, but not with defendants trying to drown PTSD with alcohol. The state tried to quash the argument outright. Alferink told the court that “the reason why he consumed the alcohol has nothing to do with this case.” She added: “He could have consumed the alcohol because he was suffering from PTSD and wanted to be able to go to a party. Again, he could have consumed the alcohol because he was trying to get over a breakup, because he just lost a job. The reason for the underlying alcohol consumption does not matter.”",197,2017
C.J. Chivers,2016-12-28,The Fighter,"At each opportunity for sympathy, the state moved against. In jury selection, Alferink asked whether any of the potential jurors had military experience. Two said they did — a former Navy petty officer and a Marine reservist who had been injured in an accident in Afghanistan. Alferink had them excused from serving on the jury. This denied Siatta, in Jennings’s view, a trial by peers. “She excluded the only people who had any chance of understanding this defendant and what he went through,” he said.",198,2017
C.J. Chivers,2016-12-28,The Fighter,"Siatta’s lawyers did not dispute the central facts of the case. But Catherall, the psychologist, offered a profile of Siatta as a Marine utterly unmoored by war. “Seeing these children die as the result of what he went over there to try and do in a positive way was kind of shattering for him,” he told the jury.",199,2017
C.J. Chivers,2016-12-28,The Fighter,Alferink countered by asking how much Catherall was being paid as a defense witness — he said his rate was $300 an hour — and sketched him as a shill.,200,2017
C.J. Chivers,2016-12-28,The Fighter,The trial was over in two days. The jury found Siatta guilty within hours.,201,2017
C.J. Chivers,2016-12-28,The Fighter,"Siatta spent the holidays at home, awaiting sentencing. About two weeks before going to prison, he finally told Volk of his problems. But he insisted that he had a good legal team and that the conviction could be worked out. Volk made a dinner reservation at the Signature Room, the luxury restaurant on the 95th floor of the John Hancock Center, for the night of his sentencing hearing. She planned to celebrate a good ending.",202,2017
C.J. Chivers,2016-12-28,The Fighter,"The day before sentencing, she saw him off from her home.",203,2017
C.J. Chivers,2016-12-28,The Fighter,"“You promise, you promise, I’ll see you tomorrow night?” she said.",204,2017
C.J. Chivers,2016-12-28,The Fighter,"“I promise,” he said.",205,2017
C.J. Chivers,2016-12-28,The Fighter,"Siatta knew his options had run down. He returned to court and apologized in a statement leaden with resignation. “I have no memory of that night,” he said. “I can’t explain what happened that night. I wish I could. You know, I’m getting treatment for my illness. I think I’m doing better, but I’ve got a long road ahead of me, and that’s all I got.”",206,2017
C.J. Chivers,2016-12-28,The Fighter,"The case of the People of the State of Illinois v. Samuel Siatta then took a rare turn. The trial judge, Scott Drazewski, expressed gratitude to the man he was sending away. “Mr. Siatta, as an American citizen, I thank you for your service to your country,” he said. “Your patriotism, your valor, your courage and your heroism — according to those you’ve served with, you were an exceptional soldier who led by example.”",207,2017
C.J. Chivers,2016-12-28,The Fighter,"But Drazewski added that he was hearing the case as a judge, not just a citizen, and because of mandatory-sentencing guidelines he had no option of assigning Siatta to probation. “Although it is with regret,” he said, “I’m still required to follow the law.” He sentenced Siatta to six years in prison, the legal minimum — four years less than the prosecutors had offered in their plea deal.",208,2017
C.J. Chivers,2016-12-28,The Fighter,"Siatta passed the next month at the Stateville Correctional Center, awaiting transfer to the prison where he would serve his sentence. Inmates in reception status have few privileges. Siatta was on 24-hour lockdown and received no visitors. His cellblock seemed to him like an enormous warehouse, with inmates in cells stacked upon cells. The air filled with their din.",209,2017
C.J. Chivers,2016-12-28,The Fighter,"During 28 days there, he said, he rarely left his cell. Meals were delivered to the door and eaten inside. Every Tuesday he was allowed out for a shower, in a stall where the water was scalding hot. His cell did not have a window, and the lights were never off. Between the noise and the incessant brightness, he slept fitfully. As he lost his sense of time, he was not sure when he was supposed to rest. He remembers seeing a clock once, during a group orientation. It said 9 a.m. By his estimate, he had eaten breakfast seven hours before. His anxiety rose again, and when he asked for medications, none were provided, he said, though he had a diagnosis and prescriptions from the V.A.",210,2017
C.J. Chivers,2016-12-28,The Fighter,"A schedule took shape. He would lie on his bunk until breakfast, then eat and get back on the bunk until lunch. After lunch he would do squats and push-ups, then return to the bunk until dinner. Each day he received a carton of milk. A previous inmate had accumulated enough cartons to make a crude deck of playing cards, which he had left in the cell for others. Siatta did not use them. He felt himself sliding into a mental hibernation. He managed to send Volk a short letter.",211,2017
C.J. Chivers,2016-12-28,The Fighter,"“I love you so very much my love,” he wrote. “You are my one and only, and I promise. I love you so so so much and we will have a life filled with love and happiness. To my pretty gypsy, from your love, Samuel.”",212,2017
C.J. Chivers,2016-12-28,The Fighter,"He didn’t know what else to say. The legal system bewildered him, and he found it hard to think in concrete terms, beyond that he had to leave.",213,2017
C.J. Chivers,2016-12-28,The Fighter,"Outside the prison, his new lawyer, Richard Winter, was preparing an appeal. Winter had agreed to represent Siatta in late 2015, between the conviction and the sentencing. A partner at Holland & Knight, an international firm, he specialized in commercial and antitrust litigation from his 30th-floor office in downtown Chicago. He had no experience in criminal law and had taken Siatta as a client via a peculiar impulse. Holland & Knight offers pro bono representation to clients who cannot otherwise afford it. Over the years, Winter had helped autistic children in court fights against school districts in and around Chicago and had worked on Hague Convention cases, trying to reunite children with parents in international custody disputes. In November 2015, he had just read “Rogue Lawyer,” a novel by John Grisham about Sebastian Rudd, a bourbon-drinking, gun-carrying lawyer with a bulletproof van who fights for justice for unappealing clients. Winter was amused by Rudd, a cartoonish figure. He was also impressed by his legal tactics, which he thought were able. Soon after finishing the book, Winter received an officewide email describing Siatta’s case and asking if anyone wanted to step in. He figured this was a case for someone of Rudd’s talents, and it looked interesting on the merits. He volunteered to try.",214,2017
C.J. Chivers,2016-12-28,The Fighter,"Two weeks later, he met Siatta and his mother at a rest stop on Interstate 294. Siatta impressed him. He was in his last weeks of freedom before an expected prison term and was on his way home from PTSD counseling. Winter read the case file, looking for a basis for appeal. He attended the sentencing hearing in January and watched his new client depart for prison. The judge allowed Siatta about a minute with his mother, and after he was gone Maureen lingered in the courtroom, then in the hallway. She looked numb. Winter told her, “I’ll see what I can do.”",215,2017
C.J. Chivers,2016-12-28,The Fighter,"Winter knew the appeal would consume much of 2016. He also figured that while he might persuade the appellate court to consider a retrial, allowing a judge to instruct jurors to consider an involuntary-intoxication defense, the chances were probably slim. And even if the judges granted a new trial, he knew, Siatta would still need to prevail before a jury, of which there was no guarantee. Winter’s backup plan was to seek a pardon from the Illinois governor after the appeals process was exhausted. Either way, Siatta was not coming home anytime soon.",216,2017
C.J. Chivers,2016-12-28,The Fighter,"By March, the state had moved Siatta from Stateville to Shawnee, where inmates lived in two-story X-shaped buildings, called houses, each with a central station from which guards watched over the population. Siatta was assigned to a cell in 4-House. It was a drab and musty place with missing floor tiles, an upper and lower bunk, a toilet and a small steel sink. His cellmate, a moody man with a thin mustache, was doing time for failing to register as a sex offender.",217,2017
C.J. Chivers,2016-12-28,The Fighter,"Early each morning, the locks would click open. Inmates could step into the cellblock corridor and file into the darkness and cold for a short walk to the cafeteria for breakfast and a cup of water. The routine was repeated for lunch and dinner. The schedule also allowed for about an hour of “day room” time — to lift weights in the open-air yard, use telephones in a call center or buy food and toiletries in the commissary with money their families added to their prison accounts.",218,2017
C.J. Chivers,2016-12-28,The Fighter,"Buying extra food drew attention. In the cash-free ecosystem of prison, purchases became currency. A T-shirt, a coffee cup, a package of cookies — these could be traded or gambled. They also attracted thieves.",219,2017
C.J. Chivers,2016-12-28,The Fighter,"The guards tended to cluster in the central section of each house, and they ventured only occasionally into the cellblock corridors. This meant that when the locks were released, there was a moment in which inmates could furtively enter one another’s cells. Siatta returned from one meal to find about $50 worth of food stolen. His cellmate was enraged at the breach of turf. He told other inmates that he would find the thief and punish him.",220,2017
C.J. Chivers,2016-12-28,The Fighter,"Siatta had probably seen more violence in his life than anyone else in 4-House. But he understood that fighting as an inmate carried special risks, and not of injury. If the guards discovered a fight, everyone involved could be taken to solitary confinement — called “seg” for “segregation” — and have their prison records marked up. This could prevent an early release. Siatta’s case was on appeal. He could not afford trouble. He tried talking his cellmate down. “I got a lot of stuff going on,” he told him. “I got a good case. I can’t be getting into fights, going to seg, getting new charges over some tuna packet.”",221,2017
C.J. Chivers,2016-12-28,The Fighter,"One day during day-room time, a few gang members appeared in the corridor near their door. Siatta’s cellmate had heard who the thief was and had been giving him angry looks. The man wanted to know why. “I’m coming to the conclusion you stole our stuff,” the cellmate said.",222,2017
C.J. Chivers,2016-12-28,The Fighter,"Siatta did not want to be involved. He slipped out of the cell, and the gang member stepped in, while his friends stood casually in the hallway.",223,2017
C.J. Chivers,2016-12-28,The Fighter,"The fight lasted maybe 15 seconds. One gang member watching from the corridor looked into the cell and pronounced the fight over, and the group broke up and drifted away.",224,2017
C.J. Chivers,2016-12-28,The Fighter,"Siatta’s cellmate was left on the floor. He had been beaten badly. He had a gash in his head, which had been slammed against the steel bunk. He was bleeding all over the tiles. Siatta examined the wound and knew it needed medical attention. But the man refused to approach the guards. He told Siatta he would stay in the cell for a few weeks and eat commissary food until the bruises and cuts healed.",225,2017
C.J. Chivers,2016-12-28,The Fighter,"The plan did not last long. The guards opened an investigation. Six inmates were sent to seg, Siatta said, including the two who had fought. Siatta was transferred to another house.",226,2017
C.J. Chivers,2016-12-28,The Fighter,"His new cellmate was a member of the Latin Kings; among his many tattoos was the gang’s symbol, a five-point crown. He laid down the rules. “In here, this house, it’s our house, and we’re cool,” he said of their cell. “But out there you are not affiliated, and if you get in trouble I can’t help you.” Siatta left Shawnee for a court appearance related to his appeal and was held at the decrepit Pontiac Correctional Center before returning to Shawnee and a cell with another Latin King. The same code applied: We get along inside the cell. Out there we don’t know each other.",227,2017
C.J. Chivers,2016-12-28,The Fighter,"Siatta never quite found a friend. He tried participating in a veteran-support group but saw it as a sham. In his first session, when inmates were introducing themselves, an attendee claiming to be a former Marine mangled Marine Corps jargon. The counselor asked the man, who looked to be in his 30s, what rank he had held.",228,2017
C.J. Chivers,2016-12-28,The Fighter,"“General,” the inmate proudly answered.",229,2017
C.J. Chivers,2016-12-28,The Fighter,Siatta had heard enough. He never attended again.,230,2017
C.J. Chivers,2016-12-28,The Fighter,"Each day Siatta had phone privileges. But calls to his mother, which he yearned for, usually left him disappointed. He would ask if there was news about his appeal, he said, “and it was always just, ‘No.’?” The counseling he had attended at the V.A. with a therapist who knew him was replaced by a once-a-month, 15-minute mental-health checkup. “It was basically: ‘Do you want to hurt someone? Do you want to hurt yourself?’ and ‘All right, see you next month,’?” he said. Depression gripped him again.",231,2017
C.J. Chivers,2016-12-28,The Fighter,"He tried exercising during his yard time, knowing it soothed his symptoms. Some weeks he managed to work out in committed bursts, though three or four inmates were usually lined up at each piece of equipment, waiting a turn. But as his depression settled over him, he passed his weeks passively, unable to push through the pack. Mostly he slept — an activity he was assured of, because his cellblock was on lockdown 21 hours a day.",232,2017
C.J. Chivers,2016-12-28,The Fighter,"In April, as Siatta brooded in prison, I wrote to Scott Drazewski, the judge who had not wanted to send him there. He declined to discuss the case. State rules, he said by email, prohibited judges from commenting on matters under appeal. But after visiting Siatta in Shawnee, I met with Donald D. Bernardi, a retired state judge and former peer of Drazewski’s, who understood how mandatory-sentencing rules had forced Drazewski to incarcerate Siatta.",233,2017
C.J. Chivers,2016-12-28,The Fighter,"Bernardi knew the outlines of Siatta’s criminal file. I shared details from his combat tour: the boy shot through the head, the civilians struck by Hellfire missiles, Siatta’s run of methodical killing in late 2009. It was all news to him. We talked about the frustration and anger many combat veterans share as their wars have dragged on with no visible end, and how Siatta’s depression and PTSD were not unusual. We discussed the words of support from Cuomo, Siatta’s former commander. “Having watched and fought, up close and personal, with Mr. Siatta, I remain humbled by his incredibly courageous actions,” he had written. We also talked about the severity of Siatta’s crime. A man of his background smashing into anyone’s home was a frightening prospect.",234,2017
C.J. Chivers,2016-12-28,The Fighter,"Bernardi’s reaction surprised me. He looked at my notebook on the table, in a way those familiar with reporters do when they are about to say something quotable, and said, “If this case does not call for mitigation, then mitigation has no meaning.”",235,2017
C.J. Chivers,2016-12-28,The Fighter,"The county’s legal circle is small. Bernardi said the elected state’s attorney, Jason Chambers — Alferink’s boss — had practiced in his courtroom early in his career. “He’s a good guy,” he said, a reasonable lawyer who could see more than one side of an issue.",236,2017
C.J. Chivers,2016-12-28,The Fighter,"A few hours later, I met Chambers in his office for a conversation with him and Alferink. We reprised the conversation with Bernardi. Alferink politely excused herself for a scheduled court appearance. Chambers was pleasant but inscrutable. I told him I planned to visit the crime scene and talk with the people who were in the house when Siatta broke in, and would get back to the prosecutors with questions.",237,2017
C.J. Chivers,2016-12-28,The Fighter,"I was in New England two days later when Chambers sent me a text message. He asked for a phone number for Richard Winter, Siatta’s attorney. That afternoon he called Winter and made an unsolicited proposal. He was ready to vacate Siatta’s conviction, he said, and allow him to leave prison and plead to a lesser charge with a sentence of probation. And he was willing to make it easy. He wanted Winter to get documentation from the V.A. confirming that Siatta would be enrolled in mental-health care. Once he had it, the state would ask the appellate court to let Siatta out of Shawnee — immediately. They would work out the new plea deal later.",238,2017
C.J. Chivers,2016-12-28,The Fighter,Siatta was asleep on his bunk on the afternoon of May 19 when he heard a voice on the intercom saying his door was to be unlocked and he should approach the guards’ station. A guard told him that he needed to go for fingerprinting. This made little sense to him; the Department of Corrections already had his prints.,239,2017
C.J. Chivers,2016-12-28,The Fighter,"Until this point Siatta had little inkling of his shift in fortunes. Winter had kept his mother up to date on Chambers’s plans, but she did not want her son crestfallen if they stalled or were rejected in appellate court. She had told him only that Winter was working on his case and that “there might be some news one of these days.”",240,2017
C.J. Chivers,2016-12-28,The Fighter,"That afternoon, after lawyers and the appellate-court clerk refined the language and conditions for a court order, the appellate judges issued an order to release Siatta on a $10,025 bond, pending disposition of his appeal.",241,2017
C.J. Chivers,2016-12-28,The Fighter,"A guard escorted him to a prison office. Siatta was unsure what was happening. “They asked me, ‘Where’s your property?’?” he told me later that day. “And I was like: ‘Why? Why do I need my property?’ And they said, ‘Because you are going home.’?”",242,2017
C.J. Chivers,2016-12-28,The Fighter,"Siatta was escorted back to his cell with a plastic bin to collect his possessions. The guard gave him three minutes — barely enough time to hand off a coffee cup and about 20 packages of ramen noodles and chocolate-chip cream pies to his latest cellmate, who was serving 12 years.",243,2017
C.J. Chivers,2016-12-28,The Fighter,"“I’m going home,” Siatta said.",244,2017
C.J. Chivers,2016-12-28,The Fighter,"“What do you mean, you’re going home?” he asked.",245,2017
C.J. Chivers,2016-12-28,The Fighter,"“I guess my lawyer is working on some stuff, and I’m getting out of here,” Siatta said.",246,2017
C.J. Chivers,2016-12-28,The Fighter,"The cellmate, whose prospective parole date is in 2022, shook his head.",247,2017
C.J. Chivers,2016-12-28,The Fighter,"Minutes later, Siatta was gone, walking down the cellblock, carrying the bin. The prison officials inventoried his possessions — a hot pot, a few books and magazines, a pair of plastic flip-flops — and handed him an envelope with $63.90 in cash, the balance from his commissary account. Someone gave him a pair of gray sweatpants and a white T-shirt, and Siatta changed out of his prison blues. He kept the white sneakers with his inmate number, Y11107, handwritten on the side. He looked very much a prisoner still. A guard told him to sit and wait. His possessions were transferred to a cardboard box.",248,2017
C.J. Chivers,2016-12-28,The Fighter,"After an hour or two, Siatta was led through a series of heavy doors to Shawnee’s reception area, where T.G. Taylor, the former Army officer who first told me of Siatta’s incarceration, was waiting. “Hey,” Siatta said and smiled lightly. Taylor explained that he would be driving him to a motel in Marion, where his mother would meet him. They spoke in the clipped language of two grunts readying for a patrol.",249,2017
C.J. Chivers,2016-12-28,The Fighter,“Are you good?” Taylor asked.,250,2017
C.J. Chivers,2016-12-28,The Fighter,"“I am good,” Siatta said. He walked across the lot, past the guards’ cars, with an expressionless face. In the car, he was subdued. He ate a cheeseburger as Taylor tried to explain what just happened. “I had no idea,” Siatta said.",251,2017
C.J. Chivers,2016-12-28,The Fighter,"Taylor called Maureen. “We have him,” he said. Maureen had posted his bond in Bloomington and was en route to meet them. Siatta took the phone. “Hey, Mom, how you doing? I’m good. What? I did, yeah. Where you guys at? An hour and 10 minutes away. You’ve seen Shawnee before. It’s not great. Yeah. Yeah. Me, too.”",252,2017
C.J. Chivers,2016-12-28,The Fighter,"He hung up. Behind the wheel, Taylor had a wad of snuff tobacco behind his bottom lip. There had been no tobacco in prison. “You, uh, wouldn’t have a pinch of that Copenhagen, would you?” Siatta asked.",253,2017
C.J. Chivers,2016-12-28,The Fighter,Taylor shared what he had and pulled into a convenience store to buy another can. He asked Siatta to wait in the car. He had been released so quickly that he risked being mistaken for an escapee.,254,2017
C.J. Chivers,2016-12-28,The Fighter,"In the motel lot beside the highway, Taylor opened a duffel, found a workout shirt and tossed it to him. Siatta now looked like the free man he was. He headed to the motel coffee bar, made a tall cup and positioned himself with his back to the lobby wall, watching the entrance. For an hour, he paced between the lobby and Taylor’s room, until Maureen showed up. She and her son walked slowly toward each other and locked in a silent and almost motionless embrace.",255,2017
C.J. Chivers,2016-12-28,The Fighter,"When she let go, she addressed Taylor with near disbelief. “Thank you,” she said, over and over, softly.",256,2017
C.J. Chivers,2016-12-28,The Fighter,Siatta borrowed her phone. He had a call to make.,257,2017
C.J. Chivers,2016-12-28,The Fighter,"Ashley Volk was home in her kitchen in Chicago. She had been working graveyard shifts tending bar. She knew that Winter had been trying to get Siatta out but did not know about Chambers’s offer, or that a release was imminent. She saw Maureen’s number and answered.",258,2017
C.J. Chivers,2016-12-28,The Fighter,Siatta’s voice was on the other end.,259,2017
C.J. Chivers,2016-12-28,The Fighter,"“Love,” he said.",260,2017
C.J. Chivers,2016-12-28,The Fighter,"“Oh my God!” she screamed. She fell against the kitchen cupboard and then to the floor, where she curled up, sobbing. Through the phone she could hear Siatta. He was crying, too.",261,2017
C.J. Chivers,2016-12-28,The Fighter,"The next day, I met Chambers in a coffee shop. Everyone was surprised by the state’s abrupt change in position. There was a question to explore: Why did Chambers propose exactly the resolution to the case that his office had resisted for two years?",262,2017
C.J. Chivers,2016-12-28,The Fighter,"Chambers described a criminal-justice system that resembled an overworked mill. His office handles almost 5,000 cases a year, he said, and it was not possible for him to follow each of them closely, much less read all the case materials. In Siatta’s case, he said, the journal that illuminated his combat history was not available during the plea-negotiation phase. It showed up just before trial.",263,2017
C.J. Chivers,2016-12-28,The Fighter,"After we met the first time that spring, he said, he reviewed the file and found the journal. By the time he was done reading, he said, he was not surprised Siatta had ended up in handcuffs. “You take a 19-year-old and you put them in this extreme situation where they are being asked to do things — or maybe not asked, but are choosing to do things — that are contrary to the values they had growing up, and the U.S. government pats your back and says, ‘Good luck,’?” he said. “I don’t see how that is not a recipe for something to go wrong.”",264,2017
C.J. Chivers,2016-12-28,The Fighter,"From his point of view, Chambers said, the plea deal in the works was not actually a large shift. Siatta had received the minimum sentence for a Class-X felony and would soon plead to more than the minimum sentence for a felony one class down. “From a practical standpoint, it is a big change,” he said, because Siatta was out of prison. “From a legal standpoint, it is a hair’s width apart.”",265,2017
C.J. Chivers,2016-12-28,The Fighter,"And for society, Chambers added, the new arrangement was probably safer. If Siatta were to behave well in Shawnee, he would be eligible for release in less than three years and would return with virtually no counseling or care for his PTSD. Now Siatta would be under state supervision for several years, receiving care throughout. “The rationale for me became, ‘What makes people safer over the long term?’?” he said. “Is it treatment or just getting him off the street?”",266,2017
C.J. Chivers,2016-12-28,The Fighter,"The man who had fought Siatta in the house in Normal found that his feelings had changed, too. Though he himself did not serve in combat, the Marine Corps remained central to his life. He served four years as a clerk and was honorably discharged as a noncommissioned officer. G.I. Bill benefits helped underwrite his college studies, and his brother was on active duty. Having been sequestered as a witness during the trial, he did not hear details of Siatta’s combat tour until January, at sentencing, and as he learned more he came to see Siatta as a drunken Marine who did something stupid. The home invasion was not personal. “At the end of the day, it was just a random act,” he said. When Chambers called him in the late spring to discuss vacating Siatta’s conviction, he listened to the prosecutor’s new proposal. After he thought about it, he told me: “I wasn’t angry anymore. I was ready to put it past me and to forgive.”",267,2017
C.J. Chivers,2016-12-28,The Fighter,"After talking with Volk on the phone to tell her he had been released, Siatta went with his brother to a Target to replace his prison sneakers. Whether it was the sudden change from Shawnee to the big box store or the effect of the food, caffeine and nicotine he had consumed, he was overwhelmed. He vomited. The next day he registered with the bond office in Bloomington, and in the summer he appeared in court and pleaded guilty to the lesser charge, attempted home invasion, and began four years of probation with weekly counseling at the V.A.",268,2017
C.J. Chivers,2016-12-28,The Fighter,"He felt sluggish. He did little more in the first weeks than visit Volk and go to the gym. “His energy level was way down,” she said. Volk was struggling as well. The months Siatta spent in Shawnee, Volk said, had passed for her in gray procession. Every day was tasteless and colorless. But she understood that Siatta had it worse. Now that he was back, she was patient, willing to let therapy have its effects and allowing him to set his own pace. She was thrilled by his shift in fortune — “when I saw him, it was like being reborn,” she said — but was not expecting a fairy tale. When he seemed withdrawn, she invited him to walk. “We took the dogs around the block,” she said. “The next time, we walked a few more blocks.”",269,2017
C.J. Chivers,2016-12-28,The Fighter,"By the fall, Siatta was making his appointments, in good standing with his probation officer and going out more. He was physically fit. The V.A. reduced his disability rating from 70 percent to 50 percent — a shift suggesting that doctors there felt his PTSD had less of a hold on him. When I visited him in late November, we ate three meals together in restaurants over four days. Each time he was amiable with the staff and did not appear vigilant. Twice he sat with his back to the door. He had not had a drink in almost two and a half years. His eyes seemed bright, his voice light, his demeanor relaxed. He was also looking for a job, although it was hard as a felon on probation to get past a background check. He was almost hired by a moving company, he said, until he told the supervisor of his conviction. He had not given up. Volk thought she might soon have something lined up for him to check IDs at the door of the sports bar where she worked.",270,2017
C.J. Chivers,2016-12-28,The Fighter,"While he waited, he was splitting time between his mother’s home and Volk’s place, and speaking of marriage. Volk knew where he had been and what he had done, and she accepted it all. Familiarity, Siatta suggested, was relief. “Explaining is exhausting,” he said, “and we’ve got most of it done.”",271,2017
C.J. Chivers,2016-12-28,The Fighter,"One morning after meeting his probation officer, Siatta was in the basement of his mother’s house, hitting a heavy bag. Upstairs in a scrapbook were photographs of his life, including one taken days before he left home for the Marines, when his recruiter had brought the family a cake. He was a shy kid with acne and muscular arms, able to do 28 pull-ups even before arriving at boot camp. He did not look much older now, in the basement, working the hanging bag. He had wrapped his hands with tape. His legs and feet were bare. Sweat beaded on his shoulders. The air carried the smack of each impact, followed by a pause. He was striking the bag steadily, resisting the urge to acknowledge the sharp pulsating in his hands as he tried to build pain tolerance and toughen his fists. “You don’t want to break your hand on someone’s face,” he said.",272,2017
C.J. Chivers,2016-12-28,The Fighter,"Siatta was training to make an amateur mixed-martial-arts fight card and break into the Midwestern club-fighting scene. His regimen included sparring with a police-officer friend. He had only one problem so far. He lacked full control of his left arm. The stab wounds, it seemed, had caused nerve damage. He jabbed the bag with his left hand — thwack — and frowned. “It feels off, my hand-eye coordination, almost like my targeting system has been severed,” he said.",273,2017
C.J. Chivers,2016-12-28,The Fighter,"I asked him whether entering the ring with one good arm to exchange blows with a trained fighter carried more risks than he might want, especially considering the delicate platinum coils in his neck that could be dislodged. He seemed tired of the question. It was the type of discouragement he had heard since telling friends he was enlisting in the Marines. “If my dream was to be a lawyer or doctor, something that was socially acceptable, then everybody would be happy,” he said. “But when I tell people I want to be a fighter, they are like, ‘Ooh, you’re going to fuck yourself.’?”",274,2017
C.J. Chivers,2016-12-28,The Fighter,"People warn him that he is going to get hurt, he said, and “I’m like, ‘Well, it is fighting, so that’s almost a definite.’?” He hoped to earn enough money to pay the hospital bills. Hands throbbing, face blank, his left-side targeting system not quite right, Sam Siatta hit the bag.",275,2017
Kathryn Schulz,2015-07-20,The Really Big One,"When the 2011 earthquake and tsunami struck Tohoku, Japan, Chris Goldfinger was two hundred miles away, in the city of Kashiwa, at an international meeting on seismology. As the shaking started, everyone in the room began to laugh. Earthquakes are common in Japan—that one was the third of the week—and the participants were, after all, at a seismology conference. Then everyone in the room checked the time.",1,2016
Kathryn Schulz,2015-07-20,The Really Big One,"Seismologists know that how long an earthquake lasts is a decent proxy for its magnitude. The 1989 earthquake in Loma Prieta, California, which killed sixty-three people and caused six billion dollars’ worth of damage, lasted about fifteen seconds and had a magnitude of 6.9. A thirty-second earthquake generally has a magnitude in the mid-sevens. A minute-long quake is in the high sevens, a two-minute quake has entered the eights, and a three-minute quake is in the high eights. By four minutes, an earthquake has hit magnitude 9.0.",2,2016
Kathryn Schulz,2015-07-20,The Really Big One,"When Goldfinger looked at his watch, it was quarter to three. The conference was wrapping up for the day. He was thinking about sushi. The speaker at the lectern was wondering if he should carry on with his talk. The earthquake was not particularly strong. Then it ticked past the sixty-second mark, making it longer than the others that week. The shaking intensified. The seats in the conference room were small plastic desks with wheels. Goldfinger, who is tall and solidly built, thought, No way am I crouching under one of those for cover. At a minute and a half, everyone in the room got up and went outside.",3,2016
